dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.517026,3.887786,3.454765,2.197262,-2.333515,-4.948314,0.558740
0.020000,1.554714,3.909404,3.498224,2.148613,-2.432481,-4.948314,0.483700
0.020000,1.592970,3.927848,3.540702,2.099130,-2.474157,-2.083798,0.415714
0.020000,1.631418,3.943417,3.582189,2.049647,-2.474157,0.000000,0.354670
0.020000,1.669766,3.956423,3.622687,2.000163,-2.474157,0.000000,0.300143
0.020000,1.707781,3.967169,3.662196,1.950680,-2.474157,-0.000000,0.251557
0.020000,1.745286,3.975935,3.700715,1.901197,-2.474157,0.000000,0.208282
0.020000,1.782146,3.982974,3.738244,1.851714,-2.474157,0.000000,0.169702
0.020000,1.818261,3.988515,3.774783,1.802231,-2.474157,-0.000000,0.135242
0.020000,1.853556,3.992757,3.810333,1.752748,-2.474157,0.000000,0.104388
0.020000,1.887974,3.995875,3.844893,1.703265,-2.474157,0.000000,0.076688
0.020000,1.921475,3.998024,3.878464,1.653781,-2.474157,0.000000,0.051749
0.020000,1.954028,3.999339,3.911044,1.604298,-2.474157,-0.000000,0.029232
0.020000,1.985613,3.999937,3.942635,1.554815,-2.474157,0.000000,0.008846
0.020000,2.016209,4.000000,3.973237,1.505332,-2.474157,-0.000000,0.000000
0.020000,2.045821,4.000000,4.002849,1.455849,-2.474157,0.000000,0.000000
0.020000,2.074443,4.000000,4.031471,1.406366,-2.474157,-0.000000,0.000000
0.020000,2.102076,4.000000,4.059103,1.356883,-2.474157,0.000000,0.000000
0.020000,2.128719,4.000000,4.085746,1.307400,-2.474157,-0.000000,0.000000
0.020000,2.154372,4.000000,4.111399,1.257916,-2.474157,0.000000,0.000000
0.020000,2.179035,4.000000,4.136063,1.208433,-2.474157,0.000000,0.000000
0.020000,2.202709,4.000000,4.159737,1.158950,-2.474157,0.000000,0.000000
0.020000,2.225393,4.000000,4.182421,1.109467,-2.474157,0.000000,0.000000
0.020000,2.247088,4.000000,4.204115,1.059984,-2.474157,0.000000,0.000000
0.020000,2.267793,4.000000,4.224820,1.010501,-2.474157,0.000000,0.000000
0.020000,2.287508,4.000000,4.244535,0.961018,-2.474157,-0.000000,0.000000
0.020000,2.306233,4.000000,4.263261,0.911534,-2.474157,0.000000,0.000000
0.020000,2.323969,4.000000,4.280997,0.862051,-2.474157,-0.000000,0.000000
0.020000,2.340715,4.000000,4.297743,0.812568,-2.474157,0.000000,0.000000
0.020000,2.356472,4.000000,4.313499,0.763085,-2.474157,-0.000000,0.000000
0.020000,2.371239,4.000000,4.328266,0.713602,-2.474157,-0.000000,0.000000
0.020000,2.385016,4.000000,4.342044,0.664119,-2.474157,0.000000,0.000000
0.020000,2.397804,4.000000,4.354831,0.614636,-2.474157,0.000000,0.000000
0.020000,2.409613,4.000000,4.366640,0.566298,-2.416866,2.864516,0.000000
0.020000,2.420475,4.000000,4.377503,0.519940,-2.317900,4.948314,0.000000
0.020000,2.430430,4.000000,4.387458,0.475562,-2.218934,4.948314,0.000000
0.020000,2.439518,4.000000,4.396545,0.433162,-2.119968,4.948314,0.000000
0.020000,2.447777,4.000000,4.404804,0.392742,-2.021001,4.948314,0.000000
0.020000,2.455247,4.000000,4.412275,0.354302,-1.922035,4.948314,0.000000
0.020000,2.461968,4.000000,4.418996,0.317840,-1.823069,4.948314,0.000000
0.020000,2.467980,4.000000,4.425008,0.283358,-1.724103,4.948314,0.000000
0.020000,2.473323,4.000000,4.430350,0.250855,-1.625136,4.948314,0.000000
0.020000,2.478034,4.000000,4.435062,0.220332,-1.526170,4.948314,0.000000
0.020000,2.482156,4.000000,4.439183,0.191788,-1.427204,4.948314,0.000000
0.020000,2.485726,4.000000,4.442753,0.165223,-1.328237,4.948314,0.000000
0.020000,2.488784,4.000000,4.445812,0.140638,-1.229271,4.948314,0.000000
0.020000,2.491371,4.000000,4.448399,0.118032,-1.130305,4.948314,0.000000
0.020000,2.493525,4.000000,4.450553,0.097405,-1.031339,4.948314,0.000000
0.020000,2.495287,4.000000,4.452315,0.078757,-0.932372,4.948314,0.000000
0.020000,2.496695,4.000000,4.453723,0.062089,-0.833406,4.948314,0.000000
0.020000,2.497790,4.000000,4.454818,0.047400,-0.734440,4.948314,0.000000
0.020000,2.498611,4.000000,4.455639,0.034691,-0.635474,4.948314,0.000000
0.020000,2.499198,4.000000,4.456225,0.023961,-0.536507,4.948314,0.000000
0.020000,2.499590,4.000000,4.456617,0.015210,-0.437541,4.948314,0.000000
0.020000,2.499826,4.000000,4.456854,0.008439,-0.338575,4.948314,0.000000
0.020000,2.499947,4.000000,4.456974,0.003646,-0.239608,4.948314,0.000000
0.020000,2.499992,4.000000,4.457019,0.000834,-0.140642,4.948314,0.000000
0.020000,2.500000,4.000000,4.457028,0.000000,-0.041676,4.948314,0.000000
0.020000,2.500000,4.000000,4.457028,0.000000,0.000000,2.083798,0.000000
