dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,2.189251,4.000000,0.310754,1.187595,2.474157,-0.000000,3.141593
0.020000,2.165004,4.000000,0.335001,1.237078,2.474157,0.000000,3.141593
0.020000,2.139768,4.000000,0.360237,1.286562,2.474157,-0.000000,3.141593
0.020000,2.113542,4.000000,0.386463,1.336045,2.474157,0.000000,3.141593
0.020000,2.086326,4.000000,0.413679,1.385528,2.474157,0.000000,3.141593
0.020000,2.058121,4.000000,0.441884,1.435011,2.474157,-0.000000,3.141593
0.020000,2.028926,4.000000,0.471079,1.484494,2.474157,0.000000,3.141593
0.020000,1.998755,4.000000,0.501264,1.533977,2.474157,-0.000000,3.142348
0.020000,1.967583,3.999674,0.532439,1.583460,2.474157,0.000000,3.161908
0.020000,1.935435,3.998678,0.564603,1.632943,2.474157,-0.000000,3.183489
0.020000,1.902330,3.996899,0.597756,1.682427,2.474157,0.000000,3.207362
0.020000,1.868293,3.994210,0.631900,1.731910,2.474157,-0.000000,3.233847
0.020000,1.833362,3.990465,0.667033,1.781393,2.474157,0.000000,3.263312
0.020000,1.797584,3.985499,0.703155,1.830876,2.474157,0.000000,3.296184
0.020000,1.761025,3.979121,0.740268,1.880359,2.474157,0.000000,3.332951
0.020000,1.723776,3.971118,0.778370,1.929842,2.474157,-0.000000,3.374163
0.020000,1.685956,3.961244,0.817461,1.979325,2.474157,0.000000,3.420421
0.020000,1.647721,3.949232,0.857543,2.028809,2.474157,-0.000000,3.472355
0.020000,1.609280,3.934788,0.898614,2.078292,2.474157,0.000000,3.530574
0.020000,1.570900,3.917600,0.940674,2.127775,2.474157,0.000000,3.595583
0.020000,1.532915,3.897360,0.983725,2.177258,2.474157,-0.000000,3.667655
0.020000,1.495749,3.873792,1.027745,2.224762,2.375191,-4.948314,3.746631
0.020000,1.459901,3.846695,1.072695,2.270286,2.276224,-4.948314,3.831741
0.020000,1.425902,3.815969,1.118537,2.313831,2.177258,-4.948314,3.921534
0.020000,1.394270,3.781647,1.165229,2.355397,2.078292,-4.948314,4.013931
0.020000,1.365457,3.743900,1.212733,2.394984,1.979325,-4.948314,4.106465
0.020000,1.339806,3.703022,1.261008,2.432591,1.880359,-4.948314,4.196671
0.020000,1.317518,3.659392,1.310017,2.468219,1.781393,-4.948314,4.282462
0.020000,1.298657,3.613423,1.359717,2.501867,1.682427,-4.948314,4.362378
0.020000,1.283169,3.565522,1.410071,2.533537,1.583460,-4.948314,4.435637
0.020000,1.270911,3.516060,1.461039,2.563226,1.484494,-4.948314,4.502032
0.020000,1.261690,3.465358,1.512581,2.590937,1.385528,-4.948314,4.561773
0.020000,1.255286,3.413684,1.564657,2.616668,1.286562,-4.948314,4.615317
0.020000,1.251472,3.361256,1.617228,2.640420,1.187595,-4.948314,4.663240
0.020000,1.250026,3.308254,1.670254,2.662193,1.088629,-4.948314,4.706151
0.020000,1.250790,3.254837,1.723696,2.681986,0.989663,-4.948314,4.747963
0.020000,1.253951,3.201117,1.777513,2.699800,0.890696,-4.948314,4.795326
0.020000,1.259860,3.147292,1.831668,2.715635,0.791730,-4.948314,4.849259
0.020000,1.268908,3.093607,1.886119,2.729490,0.692764,-4.948314,4.910747
0.020000,1.281518,3.040383,1.940828,2.741366,0.593798,-4.948314,4.980748
0.020000,1.298124,2.988042,1.995754,2.751262,0.494831,-4.948314,5.060014
0.020000,1.319131,2.937119,2.050858,2.759180,0.395865,-4.948314,5.148805
0.020000,1.344856,2.888256,2.106101,2.765118,0.296899,-4.948314,5.246524
0.020000,1.375453,2.842171,2.161443,2.769076,0.197933,-4.948314,5.351390
0.020000,1.410841,2.799581,2.216845,2.771056,0.098966,-4.948314,5.460377
0.020000,1.450676,2.761105,2.272254,2.769910,-0.057290,-7.812830,5.569587
0.020000,1.494381,2.727157,2.327621,2.766785,-0.156257,-4.948314,5.675068
0.020000,1.541256,2.697888,2.382906,2.761680,-0.255223,-4.948314,5.773661
0.020000,1.590573,2.673216,2.438069,2.754596,-0.354189,-4.948314,5.863434
0.020000,1.641660,2.652878,2.493070,2.745533,-0.453155,-4.948314,5.943664
0.020000,1.693947,2.636512,2.547870,2.734491,-0.552122,-4.948314,6.014533
0.020000,1.746975,2.623710,2.602430,2.721469,-0.651088,-4.948314,6.076753
0.020000,1.800384,2.614068,2.656709,2.706468,-0.750054,-4.948314,6.131273
0.020000,1.853901,2.607207,2.710669,2.689488,-0.849021,-4.948314,6.179086
0.020000,1.907314,2.602782,2.764269,2.670528,-0.947987,-4.948314,6.221124
0.020000,1.960462,2.600487,2.817470,2.649589,-1.046953,-4.948314,6.258218
0.020000,2.013205,2.600000,2.870233,2.626670,-1.145919,-4.948314,0.000000
0.020000,2.065489,2.600000,2.922517,2.601773,-1.244886,-4.948314,0.000000
0.020000,2.117256,2.600000,2.974284,2.574896,-1.343852,-4.948314,0.000000
0.020000,2.168465,2.600000,3.025493,2.546039,-1.442818,-4.948314,0.000000
0.020000,2.219078,2.600000,3.076105,2.515204,-1.541784,-4.948314,0.000000
0.020000,2.269054,2.600000,3.126081,2.482389,-1.640751,-4.948314,0.000000
0.020000,2.318354,2.600000,3.175381,2.447594,-1.739717,-4.948314,0.000000
0.020000,2.366938,2.600000,3.223965,2.410821,-1.838683,-4.948314,0.000000
0.020000,2.414767,2.600000,3.271794,2.372068,-1.937650,-4.948314,0.000000
0.020000,2.461801,2.600000,3.318828,2.331335,-2.036616,-4.948314,0.000000
0.020000,2.508000,2.600000,3.365028,2.288624,-2.135582,-4.948314,0.000000
0.020000,2.553326,2.600000,3.410353,2.243933,-2.234548,-4.948314,0.000000
0.020000,2.597738,2.600000,3.454765,2.197262,-2.333515,-4.948314,0.000000
0.020000,2.641197,2.600000,3.498224,2.148613,-2.432481,-4.948314,0.000000
0.020000,2.683674,2.600000,3.540702,2.099130,-2.474157,-2.083798,0.000000
0.020000,2.725162,2.600000,3.582189,2.049647,-2.474157,0.000000,0.000000
0.020000,2.765660,2.600000,3.622687,2.000163,-2.474157,0.000000,0.000000
0.020000,2.805168,2.600000,3.662196,1.950680,-2.474157,-0.000000,0.000000
0.020000,2.843687,2.600000,3.700715,1.901197,-2.474157,0.000000,0.000000
0.020000,2.881216,2.600000,3.738244,1.851714,-2.474157,0.000000,0.000000
0.020000,2.917756,2.600000,3.774783,1.802231,-2.474157,-0.000000,0.000000
0.020000,2.953305,2.600000,3.810333,1.752748,-2.474157,0.000000,0.000000
0.020000,2.987866,2.600000,3.844893,1.703265,-2.474157,0.000000,0.000000
0.020000,3.021436,2.600000,3.878464,1.653781,-2.474157,0.000000,0.000000
0.020000,3.054017,2.600000,3.911044,1.604298,-2.474157,-0.000000,0.000000
0.020000,3.085608,2.600000,3.942635,1.554815,-2.474157,0.000000,0.000000
0.020000,3.116209,2.600000,3.973237,1.505332,-2.474157,-0.000000,0.000000
0.020000,3.145821,2.600000,4.002849,1.455849,-2.474157,0.000000,0.000000
0.020000,3.174443,2.600000,4.031471,1.406366,-2.474157,-0.000000,0.000000
0.020000,3.202076,2.600000,4.059103,1.356883,-2.474157,0.000000,0.000000
0.020000,3.228719,2.600000,4.085746,1.307400,-2.474157,-0.000000,0.000000
0.020000,3.254372,2.600000,4.111399,1.257916,-2.474157,0.000000,0.000000
0.020000,3.279035,2.600000,4.136063,1.208433,-2.474157,0.000000,0.000000
0.020000,3.302709,2.600000,4.159737,1.158950,-2.474157,0.000000,0.000000
0.020000,3.325393,2.600000,4.182421,1.109467,-2.474157,0.000000,0.000000
0.020000,3.347088,2.600000,4.204115,1.059984,-2.474157,0.000000,0.000000
0.020000,3.367793,2.600000,4.224820,1.010501,-2.474157,0.000000,0.000000
0.020000,3.387508,2.600000,4.244535,0.961018,-2.474157,-0.000000,0.000000
0.020000,3.406233,2.600000,4.263261,0.911534,-2.474157,0.000000,0.000000
0.020000,3.423969,2.600000,4.280997,0.862051,-2.474157,-0.000000,0.000000
0.020000,3.440715,2.600000,4.297743,0.812568,-2.474157,0.000000,0.000000
0.020000,3.456472,2.600000,4.313499,0.763085,-2.474157,-0.000000,0.000000
0.020000,3.471239,2.600000,4.328266,0.713602,-2.474157,-0.000000,0.000000
0.020000,3.485016,2.600000,4.342044,0.664119,-2.474157,0.000000,0.000000
0.020000,3.497804,2.600000,4.354831,0.614636,-2.474157,0.000000,0.000000
0.020000,3.509613,2.600000,4.366640,0.566298,-2.416866,2.864516,0.000000
0.020000,3.520475,2.600000,4.377503,0.519940,-2.317900,4.948314,0.000000
0.020000,3.530430,2.600000,4.387458,0.475562,-2.218934,4.948314,0.000000
0.020000,3.539518,2.600000,4.396545,0.433162,-2.119968,4.948314,0.000000
0.020000,3.547777,2.600000,4.404804,0.392742,-2.021001,4.948314,0.000000
0.020000,3.555247,2.600000,4.412275,0.354302,-1.922035,4.948314,0.000000
0.020000,3.561968,2.600000,4.418996,0.317840,-1.823069,4.948314,0.000000
0.020000,3.567980,2.600000,4.425008,0.283358,-1.724103,4.948314,0.000000
0.020000,3.573323,2.600000,4.430350,0.250855,-1.625136,4.948314,0.000000
0.020000,3.578034,2.600000,4.435062,0.220332,-1.526170,4.948314,0.000000
0.020000,3.582156,2.600000,4.439183,0.191788,-1.427204,4.948314,0.000000
0.020000,3.585726,2.600000,4.442753,0.165223,-1.328237,4.948314,0.000000
0.020000,3.588784,2.600000,4.445812,0.140638,-1.229271,4.948314,0.000000
0.020000,3.591371,2.600000,4.448399,0.118032,-1.130305,4.948314,0.000000
0.020000,3.593525,2.600000,4.450553,0.097405,-1.031339,4.948314,0.000000
0.020000,3.595287,2.600000,4.452315,0.078757,-0.932372,4.948314,0.000000
0.020000,3.596695,2.600000,4.453723,0.062089,-0.833406,4.948314,0.000000
0.020000,3.597790,2.600000,4.454818,0.047400,-0.734440,4.948314,0.000000
0.020000,3.598611,2.600000,4.455639,0.034691,-0.635474,4.948314,0.000000
0.020000,3.599198,2.600000,4.456225,0.023961,-0.536507,4.948314,0.000000
0.020000,3.599590,2.600000,4.456617,0.015210,-0.437541,4.948314,0.000000
0.020000,3.599826,2.600000,4.456854,0.008439,-0.338575,4.948314,0.000000
0.020000,3.599947,2.600000,4.456974,0.003646,-0.239608,4.948314,0.000000
0.020000,3.599992,2.600000,4.457019,0.000834,-0.140642,4.948314,0.000000
0.020000,3.600000,2.600000,4.457028,0.000000,-0.041676,4.948314,0.000000
0.020000,3.600000,2.600000,4.457028,0.000000,0.000000,2.083798,0.000000
